coin,2727,-336,,,,,,
coin,2729,-336,,,,,,
coin,2737,-333,,,,,,
coin,2739,-332,,,,,,
coin,2746,-332,,,,,,
coin,2750,-330,,,,,,
coin,2757,-330,,,,,,
coin,2766,-331,,,,,,
coin,2775,-332,,,,,,
coin,2779,-333,,,,,,
coin,2784,-334,,,,,,
coin,2822,-337,,,,,,
coin,2818,-331,,,,,,
coin,2816,-325,,,,,,
coin,2813,-316,,,,,,
coin,2811,-311,,,,,,
coin,2810,-307,,,,,,
coin,2808,-302,,,,,,
coin,2806,-298,,,,,,
coin,2804,-294,,,,,,
coin,2803,-290,,,,,,
coin,2808,-309,,,,,,
coin,2811,-311,,,,,,
coin,2815,-314,,,,,,
coin,2822,-314,,,,,,
coin,2827,-314,,,,,,
coin,2829,-314,,,,,,
coin,2833,-311,,,,,,
coin,2838,-306,,,,,,
coin,2839,-301,,,,,,
coin,2840,-296,,,,,,
coin,2838,-293,,,,,,
coin,2836,-289,,,,,,
coin,2834,-286,,,,,,
coin,2833,-285,,,,,,
coin,2887,-308,,,,,,
coin,2883,-308,,,,,,
coin,2880,-306,,,,,,
coin,2877,-302,,,,,,
coin,2875,-295,,,,,,
coin,2875,-291,,,,,,
coin,2877,-287,,,,,,
coin,2878,-285,,,,,,
coin,2883,-284,,,,,,
coin,2892,-284,,,,,,
coin,2896,-284,,,,,,
coin,2897,-290,,,,,,
coin,2895,-304,,,,,,
coin,2897,-300,,,,,,
coin,2900,-294,,,,,,
coin,2904,-287,,,,,,
coin,2910,-283,,,,,,
coin,2913,-282,,,,,,
coin,2941,-284,,,,,,
coin,2944,-291,,,,,,
coin,2947,-296,,,,,,
coin,2952,-303,,,,,,
coin,2959,-307,,,,,,
coin,2963,-307,,,,,,
coin,2973,-307,,,,,,
coin,2977,-304,,,,,,
coin,2980,-301,,,,,,
coin,2980,-290,,,,,,
coin,2980,-283,,,,,,
coin,2978,-279,,,,,,
coin,3031,-331,,,,,,
coin,3030,-324,,,,,,
coin,3028,-320,,,,,,
coin,3026,-313,,,,,,
coin,3023,-304,,,,,,
coin,3021,-300,,,,,,
coin,3020,-296,,,,,,
coin,3017,-289,,,,,,
coin,3015,-283,,,,,,
coin,3014,-280,,,,,,
coin,3012,-272,,,,,,
coin,3029,-307,,,,,,
coin,3036,-308,,,,,,
coin,3043,-308,,,,,,
coin,3054,-308,,,,,,
coin,3060,-309,,,,,,
coin,3030,-305,,,,,,
coin,3033,-299,,,,,,
coin,3042,-289,,,,,,
coin,3044,-286,,,,,,
coin,3049,-280,,,,,,
coin,3054,-274,,,,,,
coin,3125,-313,,,,,,
coin,3121,-313,,,,,,
coin,3110,-314,,,,,,
coin,3103,-314,,,,,,
coin,3100,-308,,,,,,
coin,3099,-299,,,,,,
coin,3103,-293,,,,,,
coin,3112,-289,,,,,,
coin,3121,-287,,,,,,
coin,3125,-280,,,,,,
coin,3123,-273,,,,,,
coin,3117,-269,,,,,,
coin,3112,-265,,,,,,
coin,3106,-265,,,,,,
coin,3101,-265,,,,,,
coin,3099,-265,,,,,,
platform,2800,3125,-250,-225,cyan,0,0,
BGImage,BG7,,,,,,,
1,,,,,,,,
